series_id,display_name,aggregation_role,definition,unit,calorific_basis,basis_confidence,period_type,flow,product,sector,region,field,level,producer,technology,scope,geography_scope,redevance_toggle,is_total,n_obs,first_year,last_year,n_sources,families,templates,confidence,escalated
electricity_production|flow.primary_production||||||prod.steg|NA|GWh|ytd_cumulative|||hydro||,"Production d'électricité — [flow=primary_production, producer=steg, tech=hydro] (GWh) year-to-date",leaf,"Production d'électricité. Production d'électricité — [flow=primary_production, producer=steg, tech=hydro] (GWh) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: leaf.",GWh,NA,na,ytd_cumulative,flow.primary_production,,,,,,prod.steg,hydro,,,,False,219,2010,2026,73,conjoncture,conjoncture-tabular-v2024,low,False
electricity_production|flow.primary_production||||||prod.steg|NA|GWh|ytd_cumulative|||pv||,"Production d'électricité — [flow=primary_production, producer=steg, tech=pv] (GWh) year-to-date",leaf,"Production d'électricité. Production d'électricité — [flow=primary_production, producer=steg, tech=pv] (GWh) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: leaf.",GWh,NA,na,ytd_cumulative,flow.primary_production,,,,,,prod.steg,pv,,,,False,216,2010,2026,72,conjoncture,conjoncture-tabular-v2024,low,False
electricity_production|flow.primary_production||||||prod.steg|NA|GWh|ytd_cumulative|||thermal_fuel||,"Production d'électricité — [flow=primary_production, producer=steg, tech=thermal_fuel] (GWh) year-to-date",leaf,"Production d'électricité. Production d'électricité — [flow=primary_production, producer=steg, tech=thermal_fuel] (GWh) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: leaf.",GWh,NA,na,ytd_cumulative,flow.primary_production,,,,,,prod.steg,thermal_fuel,,,,False,219,2010,2026,73,conjoncture,conjoncture-tabular-v2024,low,False
electricity_production|flow.primary_production||||||prod.steg|NA|GWh|ytd_cumulative|||thermal_gas||,"Production d'électricité — [flow=primary_production, producer=steg, tech=thermal_gas] (GWh) year-to-date",leaf,"Production d'électricité. Production d'électricité — [flow=primary_production, producer=steg, tech=thermal_gas] (GWh) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: leaf.",GWh,NA,na,ytd_cumulative,flow.primary_production,,,,,,prod.steg,thermal_gas,,,,False,219,2010,2026,73,conjoncture,conjoncture-tabular-v2024,low,False
electricity_production|flow.primary_production||||||prod.steg|NA|GWh|ytd_cumulative|||wind||,"Production d'électricité — [flow=primary_production, producer=steg, tech=wind] (GWh) year-to-date",leaf,"Production d'électricité. Production d'électricité — [flow=primary_production, producer=steg, tech=wind] (GWh) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: leaf.",GWh,NA,na,ytd_cumulative,flow.primary_production,,,,,,prod.steg,wind,,,,False,219,2010,2026,73,conjoncture,conjoncture-tabular-v2024,low,False
electricity_production|flow.primary_production||||||prod.steg|NA|GWh|ytd_cumulative|||||,"Production d'électricité — [flow=primary_production, producer=steg] (GWh) year-to-date",subtotal,"Production d'électricité. Production d'électricité — [flow=primary_production, producer=steg] (GWh) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: subtotal.",GWh,NA,na,ytd_cumulative,flow.primary_production,,,,,,prod.steg,,,,,True,219,2010,2026,73,conjoncture,conjoncture-tabular-v2024,low,False
electricity_production|flow.primary_production||||||prod.tiers|NA|GWh|annual|||||,"Production d'électricité — [flow=primary_production, producer=tiers] (GWh) annual",leaf,"Production d'électricité. Production d'électricité — [flow=primary_production, producer=tiers] (GWh) annual. Source families: conjoncture; period_type=annual; years 2019–2025. Aggregation role: leaf.",GWh,NA,na,annual,flow.primary_production,,,,,,prod.tiers,,,,,False,72,2019,2025,72,conjoncture,conjoncture-tabular-v2024,low,False
electricity_production|flow.primary_production||||||prod.tiers|NA|GWh|ytd_cumulative|||||,"Production d'électricité — [flow=primary_production, producer=tiers] (GWh) year-to-date",leaf,"Production d'électricité. Production d'électricité — [flow=primary_production, producer=tiers] (GWh) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: leaf.",GWh,NA,na,ytd_cumulative,flow.primary_production,,,,,,prod.tiers,,,,,False,216,2010,2026,72,conjoncture,conjoncture-tabular-v2024,low,False
electricity_production|flow.primary_production|||||||NA|GWh|annual||available_local|||,"Production d'électricité — [flow=primary_production, scope=available_local] (GWh) annual",alternative_breakdown,"Production d'électricité. Production d'électricité — [flow=primary_production, scope=available_local] (GWh) annual. Source families: conjoncture; period_type=annual; years 2020–2025. Aggregation role: alternative_breakdown.",GWh,NA,na,annual,flow.primary_production,,,,,,,,available_local,,,True,45,2020,2025,45,conjoncture,conjoncture-tabular-v2024,low,False
electricity_production|flow.primary_production|||||||NA|GWh|annual||market_local|||,"Production d'électricité — [flow=primary_production, scope=market_local] (GWh) annual",alternative_breakdown,"Production d'électricité. Production d'électricité — [flow=primary_production, scope=market_local] (GWh) annual. Source families: conjoncture; period_type=annual; years 2019–2020. Aggregation role: alternative_breakdown.",GWh,NA,na,annual,flow.primary_production,,,,,,,,market_local,,,True,15,2019,2020,15,conjoncture,conjoncture-tabular-v2024,low,False
electricity_production|flow.primary_production|||||||NA|GWh|annual|||||,Production d'électricité — [flow=primary_production] (GWh) annual,grand_total,Production d'électricité. Production d'électricité — [flow=primary_production] (GWh) annual. Source families: memento/conjoncture; period_type=annual; years 2018–2025. Aggregation role: grand_total.,GWh,NA,na,annual,flow.primary_production,,,,,,,,,,,True,75,2018,2025,74,memento/conjoncture,memento-onem-v2024/conjoncture-tabular-v2024,low,False
electricity_production|flow.primary_production|||||||NA|GWh|ytd_cumulative||available_local|||,"Production d'électricité — [flow=primary_production, scope=available_local] (GWh) year-to-date",alternative_breakdown,"Production d'électricité. Production d'électricité — [flow=primary_production, scope=available_local] (GWh) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: alternative_breakdown.",GWh,NA,na,ytd_cumulative,flow.primary_production,,,,,,,,available_local,,,True,135,2010,2026,45,conjoncture,conjoncture-tabular-v2024,low,False
electricity_production|flow.primary_production|||||||NA|GWh|ytd_cumulative||market_local|||,"Production d'électricité — [flow=primary_production, scope=market_local] (GWh) year-to-date",alternative_breakdown,"Production d'électricité. Production d'électricité — [flow=primary_production, scope=market_local] (GWh) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2021. Aggregation role: alternative_breakdown.",GWh,NA,na,ytd_cumulative,flow.primary_production,,,,,,,,market_local,,,True,45,2010,2021,15,conjoncture,conjoncture-tabular-v2024,low,False
electricity_production|flow.primary_production|||||||NA|GWh|ytd_cumulative|||||,Production d'électricité — [flow=primary_production] (GWh) year-to-date,grand_total,Production d'électricité. Production d'électricité — [flow=primary_production] (GWh) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: grand_total.,GWh,NA,na,ytd_cumulative,flow.primary_production,,,,,,,,,,,True,219,2010,2026,73,conjoncture,conjoncture-tabular-v2024,low,False
gas_production|flow.primary_production|prod.natural_gas|||field.chalbia_benefsej|||PCI|ktep-pci|annual||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=chalbia_benefsej, scope=commercial_dry] basis PCI (ktep-pci) annual",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=chalbia_benefsej, scope=commercial_dry] basis PCI (ktep-pci) annual. Source families: conjoncture; period_type=annual; years 2024–2025. Aggregation role: leaf.",ktep-pci,PCI,stated,annual,flow.primary_production,prod.natural_gas,,,field.chalbia_benefsej,,,,commercial_dry,,,False,16,2024,2025,16,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.chalbia_benefsej|||PCI|ktep-pci|ytd_cumulative||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=chalbia_benefsej, scope=commercial_dry] basis PCI (ktep-pci) year-to-date",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=chalbia_benefsej, scope=commercial_dry] basis PCI (ktep-pci) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2015–2026. Aggregation role: leaf.",ktep-pci,PCI,stated,ytd_cumulative,flow.primary_production,prod.natural_gas,,,field.chalbia_benefsej,,,,commercial_dry,,,False,48,2015,2026,16,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.chalbia_benefsej|||PCS|ktep-pcs|annual||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=chalbia_benefsej, scope=commercial_dry] basis PCS (ktep-pcs) annual",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=chalbia_benefsej, scope=commercial_dry] basis PCS (ktep-pcs) annual. Source families: conjoncture; period_type=annual; years 2024–2025. Aggregation role: leaf.",ktep-pcs,PCS,stated,annual,flow.primary_production,prod.natural_gas,,,field.chalbia_benefsej,,,,commercial_dry,,,False,16,2024,2025,16,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.chalbia_benefsej|||PCS|ktep-pcs|ytd_cumulative||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=chalbia_benefsej, scope=commercial_dry] basis PCS (ktep-pcs) year-to-date",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=chalbia_benefsej, scope=commercial_dry] basis PCS (ktep-pcs) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2015–2026. Aggregation role: leaf.",ktep-pcs,PCS,stated,ytd_cumulative,flow.primary_production,prod.natural_gas,,,field.chalbia_benefsej,,,,commercial_dry,,,False,48,2015,2026,16,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.chergui|||PCI|ktep-pci|annual||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=chergui, scope=commercial_dry] basis PCI (ktep-pci) annual",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=chergui, scope=commercial_dry] basis PCI (ktep-pci) annual. Source families: conjoncture/memento; period_type=annual; years 2018–2025. Aggregation role: leaf.",ktep-pci,PCI,stated,annual,flow.primary_production,prod.natural_gas,,,field.chergui,,,,commercial_dry,,,False,79,2018,2025,78,conjoncture/memento,memento-onem-v2024/conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.chergui|||PCI|ktep-pci|ytd_cumulative||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=chergui, scope=commercial_dry] basis PCI (ktep-pci) year-to-date",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=chergui, scope=commercial_dry] basis PCI (ktep-pci) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: leaf.",ktep-pci,PCI,stated,ytd_cumulative,flow.primary_production,prod.natural_gas,,,field.chergui,,,,commercial_dry,,,False,231,2010,2026,77,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.chergui|||PCS|ktep-pcs|annual||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=chergui, scope=commercial_dry] basis PCS (ktep-pcs) annual",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=chergui, scope=commercial_dry] basis PCS (ktep-pcs) annual. Source families: memento/conjoncture; period_type=annual; years 2018–2025. Aggregation role: leaf.",ktep-pcs,PCS,stated,annual,flow.primary_production,prod.natural_gas,,,field.chergui,,,,commercial_dry,,,False,79,2018,2025,78,memento/conjoncture,memento-onem-v2024/conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.chergui|||PCS|ktep-pcs|ytd_cumulative||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=chergui, scope=commercial_dry] basis PCS (ktep-pcs) year-to-date",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=chergui, scope=commercial_dry] basis PCS (ktep-pcs) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: leaf.",ktep-pcs,PCS,stated,ytd_cumulative,flow.primary_production,prod.natural_gas,,,field.chergui,,,,commercial_dry,,,False,231,2010,2026,77,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.el_bibene|||PCI|ktep-pci|annual||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=el_bibene, scope=commercial_dry] basis PCI (ktep-pci) annual",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=el_bibene, scope=commercial_dry] basis PCI (ktep-pci) annual. Source families: conjoncture; period_type=annual; years 2018–2019. Aggregation role: leaf.",ktep-pci,PCI,stated,annual,flow.primary_production,prod.natural_gas,,,field.el_bibene,,,,commercial_dry,,,False,3,2018,2019,3,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.el_bibene|||PCI|ktep-pci|ytd_cumulative||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=el_bibene, scope=commercial_dry] basis PCI (ktep-pci) year-to-date",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=el_bibene, scope=commercial_dry] basis PCI (ktep-pci) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2020. Aggregation role: leaf.",ktep-pci,PCI,stated,ytd_cumulative,flow.primary_production,prod.natural_gas,,,field.el_bibene,,,,commercial_dry,,,False,9,2010,2020,3,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.el_bibene|||PCS|ktep-pcs|annual||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=el_bibene, scope=commercial_dry] basis PCS (ktep-pcs) annual",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=el_bibene, scope=commercial_dry] basis PCS (ktep-pcs) annual. Source families: conjoncture; period_type=annual; years 2018–2019. Aggregation role: leaf.",ktep-pcs,PCS,stated,annual,flow.primary_production,prod.natural_gas,,,field.el_bibene,,,,commercial_dry,,,False,3,2018,2019,3,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.el_bibene|||PCS|ktep-pcs|ytd_cumulative||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=el_bibene, scope=commercial_dry] basis PCS (ktep-pcs) year-to-date",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=el_bibene, scope=commercial_dry] basis PCS (ktep-pcs) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2020. Aggregation role: leaf.",ktep-pcs,PCS,stated,ytd_cumulative,flow.primary_production,prod.natural_gas,,,field.el_bibene,,,,commercial_dry,,,False,9,2010,2020,3,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.gaz_com_sud|||PCI|ktep-pci|annual||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=gaz_com_sud, scope=commercial_dry] basis PCI (ktep-pci) annual",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=gaz_com_sud, scope=commercial_dry] basis PCI (ktep-pci) annual. Source families: conjoncture/memento; period_type=annual; years 2018–2025. Aggregation role: leaf.",ktep-pci,PCI,stated,annual,flow.primary_production,prod.natural_gas,,,field.gaz_com_sud,,,,commercial_dry,,,False,79,2018,2025,78,conjoncture/memento,memento-onem-v2024/conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.gaz_com_sud|||PCI|ktep-pci|ytd_cumulative||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=gaz_com_sud, scope=commercial_dry] basis PCI (ktep-pci) year-to-date",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=gaz_com_sud, scope=commercial_dry] basis PCI (ktep-pci) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: leaf.",ktep-pci,PCI,stated,ytd_cumulative,flow.primary_production,prod.natural_gas,,,field.gaz_com_sud,,,,commercial_dry,,,False,231,2010,2026,77,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.gaz_com_sud|||PCS|ktep-pcs|annual||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=gaz_com_sud, scope=commercial_dry] basis PCS (ktep-pcs) annual",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=gaz_com_sud, scope=commercial_dry] basis PCS (ktep-pcs) annual. Source families: memento/conjoncture; period_type=annual; years 2018–2025. Aggregation role: leaf.",ktep-pcs,PCS,stated,annual,flow.primary_production,prod.natural_gas,,,field.gaz_com_sud,,,,commercial_dry,,,False,79,2018,2025,78,memento/conjoncture,conjoncture-tabular-v2024/memento-onem-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.gaz_com_sud|||PCS|ktep-pcs|ytd_cumulative||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=gaz_com_sud, scope=commercial_dry] basis PCS (ktep-pcs) year-to-date",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=gaz_com_sud, scope=commercial_dry] basis PCS (ktep-pcs) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: leaf.",ktep-pcs,PCS,stated,ytd_cumulative,flow.primary_production,prod.natural_gas,,,field.gaz_com_sud,,,,commercial_dry,,,False,231,2010,2026,77,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.gherib|||PCI|ktep-pci|annual||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=gherib, scope=commercial_dry] basis PCI (ktep-pci) annual",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=gherib, scope=commercial_dry] basis PCI (ktep-pci) annual. Source families: conjoncture; period_type=annual; years 2018–2020. Aggregation role: leaf.",ktep-pci,PCI,stated,annual,flow.primary_production,prod.natural_gas,,,field.gherib,,,,commercial_dry,,,False,24,2018,2020,24,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.gherib|||PCI|ktep-pci|ytd_cumulative||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=gherib, scope=commercial_dry] basis PCI (ktep-pci) year-to-date",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=gherib, scope=commercial_dry] basis PCI (ktep-pci) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2021. Aggregation role: leaf.",ktep-pci,PCI,stated,ytd_cumulative,flow.primary_production,prod.natural_gas,,,field.gherib,,,,commercial_dry,,,False,72,2010,2021,24,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.gherib|||PCS|ktep-pcs|annual||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=gherib, scope=commercial_dry] basis PCS (ktep-pcs) annual",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=gherib, scope=commercial_dry] basis PCS (ktep-pcs) annual. Source families: conjoncture; period_type=annual; years 2018–2020. Aggregation role: leaf.",ktep-pcs,PCS,stated,annual,flow.primary_production,prod.natural_gas,,,field.gherib,,,,commercial_dry,,,False,24,2018,2020,24,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.gherib|||PCS|ktep-pcs|ytd_cumulative||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=gherib, scope=commercial_dry] basis PCS (ktep-pcs) year-to-date",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=gherib, scope=commercial_dry] basis PCS (ktep-pcs) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2021. Aggregation role: leaf.",ktep-pcs,PCS,stated,ytd_cumulative,flow.primary_production,prod.natural_gas,,,field.gherib,,,,commercial_dry,,,False,72,2010,2021,24,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.hasdrubal|||PCI|ktep-pci|annual||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=hasdrubal, scope=commercial_dry] basis PCI (ktep-pci) annual",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=hasdrubal, scope=commercial_dry] basis PCI (ktep-pci) annual. Source families: memento/conjoncture; period_type=annual; years 2018–2025. Aggregation role: leaf.",ktep-pci,PCI,stated,annual,flow.primary_production,prod.natural_gas,,,field.hasdrubal,,,,commercial_dry,,,False,79,2018,2025,78,memento/conjoncture,memento-onem-v2024/conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.hasdrubal|||PCI|ktep-pci|ytd_cumulative||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=hasdrubal, scope=commercial_dry] basis PCI (ktep-pci) year-to-date",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=hasdrubal, scope=commercial_dry] basis PCI (ktep-pci) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: leaf.",ktep-pci,PCI,stated,ytd_cumulative,flow.primary_production,prod.natural_gas,,,field.hasdrubal,,,,commercial_dry,,,False,231,2010,2026,77,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.hasdrubal|||PCS|ktep-pcs|annual||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=hasdrubal, scope=commercial_dry] basis PCS (ktep-pcs) annual",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=hasdrubal, scope=commercial_dry] basis PCS (ktep-pcs) annual. Source families: memento/conjoncture; period_type=annual; years 2018–2025. Aggregation role: leaf.",ktep-pcs,PCS,stated,annual,flow.primary_production,prod.natural_gas,,,field.hasdrubal,,,,commercial_dry,,,False,79,2018,2025,78,memento/conjoncture,memento-onem-v2024/conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.hasdrubal|||PCS|ktep-pcs|ytd_cumulative||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=hasdrubal, scope=commercial_dry] basis PCS (ktep-pcs) year-to-date",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=hasdrubal, scope=commercial_dry] basis PCS (ktep-pcs) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: leaf.",ktep-pcs,PCS,stated,ytd_cumulative,flow.primary_production,prod.natural_gas,,,field.hasdrubal,,,,commercial_dry,,,False,231,2010,2026,77,conjoncture,conjoncture-tabular-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.maamoura_baraka|||PCI|ktep-pci|annual||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=maamoura_baraka, scope=commercial_dry] basis PCI (ktep-pci) annual",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=maamoura_baraka, scope=commercial_dry] basis PCI (ktep-pci) annual. Source families: conjoncture/memento; period_type=annual; years 2018–2025. Aggregation role: leaf.",ktep-pci,PCI,stated,annual,flow.primary_production,prod.natural_gas,,,field.maamoura_baraka,,,,commercial_dry,,,False,79,2018,2025,78,conjoncture/memento,conjoncture-tabular-v2024/memento-onem-v2024,normal,True
gas_production|flow.primary_production|prod.natural_gas|||field.maamoura_baraka|||PCI|ktep-pci|ytd_cumulative||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=maamoura_baraka, scope=commercial_dry] basis PCI (ktep-pci) year-to-date",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=maamoura_baraka, scope=commercial_dry] basis PCI (ktep-pci) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: leaf.",ktep-pci,PCI,stated,ytd_cumulative,flow.primary_production,prod.natural_gas,,,field.maamoura_baraka,,,,commercial_dry,,,False,231,2010,2026,77,conjoncture,conjoncture-tabular-v2024,normal,True
gas_production|flow.primary_production|prod.natural_gas|||field.maamoura_baraka|||PCS|ktep-pcs|annual||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=maamoura_baraka, scope=commercial_dry] basis PCS (ktep-pcs) annual",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=maamoura_baraka, scope=commercial_dry] basis PCS (ktep-pcs) annual. Source families: conjoncture/memento; period_type=annual; years 2018–2025. Aggregation role: leaf.",ktep-pcs,PCS,stated,annual,flow.primary_production,prod.natural_gas,,,field.maamoura_baraka,,,,commercial_dry,,,False,79,2018,2025,78,conjoncture/memento,conjoncture-tabular-v2024/memento-onem-v2024,normal,True
gas_production|flow.primary_production|prod.natural_gas|||field.maamoura_baraka|||PCS|ktep-pcs|ytd_cumulative||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=maamoura_baraka, scope=commercial_dry] basis PCS (ktep-pcs) year-to-date",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=maamoura_baraka, scope=commercial_dry] basis PCS (ktep-pcs) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: leaf.",ktep-pcs,PCS,stated,ytd_cumulative,flow.primary_production,prod.natural_gas,,,field.maamoura_baraka,,,,commercial_dry,,,False,231,2010,2026,77,conjoncture,conjoncture-tabular-v2024,normal,True
gas_production|flow.primary_production|prod.natural_gas|||field.miskar|||PCI|ktep-pci|annual||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=miskar, scope=commercial_dry] basis PCI (ktep-pci) annual",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=miskar, scope=commercial_dry] basis PCI (ktep-pci) annual. Source families: conjoncture/memento; period_type=annual; years 2018–2025. Aggregation role: leaf.",ktep-pci,PCI,stated,annual,flow.primary_production,prod.natural_gas,,,field.miskar,,,,commercial_dry,,,False,79,2018,2025,78,conjoncture/memento,conjoncture-tabular-v2024/memento-onem-v2024,normal,False
gas_production|flow.primary_production|prod.natural_gas|||field.miskar|||PCI|ktep-pci|ytd_cumulative||commercial_dry|||,"Production de gaz naturel — [flow=primary_production, product=natural_gas, field=miskar, scope=commercial_dry] basis PCI (ktep-pci) year-to-date",leaf,"Production de gaz naturel. Production de gaz naturel — [flow=primary_production, product=natural_gas, field=miskar, scope=commercial_dry] basis PCI (ktep-pci) year-to-date. Source families: conjoncture; period_type=ytd_cumulative; years 2010–2026. Aggregation role: leaf.",ktep-pci,PCI,stated,ytd_cumulative,flow.primary_production,prod.natural_gas,,,field.miskar,,,,commercial_dry,,,False,231,2010,2026,77,conjoncture,conjoncture-tabular-v2024,normal,False
